0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7684683759,1.657534247
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.6877012453,1.657534247
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6163988069,1.657534247
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5678644708,1.657534247
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.56256081,1.657534247
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.7656546843,1.657534247
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6015491391,1.657534247
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.533408106,1.657534247
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5458499927,1.657534247
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.6562511379,1.657534247
0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.6317634551,1.657534247
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5636842795,1.657534247
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6962284901,1.657534247
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6510527896,1.657534247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5610037702,1.657534247
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.773695681,1.657534247
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7033399711,1.657534247
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6425655897,1.657534247
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6075001277,1.657534247
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5379638938,1.657534247
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6284489661,1.657534247
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6317634551,1.657534247
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.5940154976,1.657534247
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6098463398,1.657534247
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6942316212,1.657534247
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6122448306,1.657534247
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.6234337181,1.657534247
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6367978659,1.657534247
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7366549518,1.657534247
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5679355477,1.657534247
